body,published_on,source,tags,title
IronFX and EmurgoHK Group are the firms behind the new entity. Expected launch date: December 2018.,2018-10-28 15:15:54,financemagnates,News|ADA|cardano|cryptocurrency|estonia|exchange|gibraltar|ironfx|ironx,Cryptocurrency Exchange IronX Raises $22.3 million in Private Sale
"For now, the differences between IOHK and Cardano Foundation isn’t affecting price. But should it escalate and the other side of the story leaks from CF, then we might have a glance of what the team thinks of Charles Hoskinson, the Founder. As it is, ADA/USD is level and above 7 cents meaning our previous...The post ADA/USD Price Analysis: Cardano Neutral to Bullish above 7 Cents appeared first on NewsBTC.",2018-10-27 02:15:07,newsbtc,Technical|ADA/USD|ADA/USD Price Analysis|Cardano price Analysis|Charles Hoskinson IOHK|Latest Cardano News|Trezor ADA,ADA/USD Price Analysis: Cardano Neutral to Bullish above 7 Cents
"CoinSpeakerCardano Price Analysis: ADA/USD Trends of October 26–November 1, 2018Should Cardano price fall to the demand zone of $0.069, and the bulls defend this zone, ADA price will bounce to the north towards the supply zone of $0.080. ADA will resume its uptrend movement towards the supply zone of $0.088.Cardano Price Analysis: ADA/USD Trends of October 26–November 1, 2018",2018-10-26 14:40:28,coinspeaker,Altcoins|Cardano (ADA)|Cryptocurrencies|News|Reports|ada|ada parice analysis|ada price forecast|ada usd|cardano|cardano price analysis|cardano price forecast,"Cardano Price Analysis: ADA/USD Trends of October 26–November 1, 2018"
Key Highlights ADA price failed to move above the $0.0770 and $0.0800 resistance levels against the US Dollar (tethered). There is a crucial bearish trend line in place with resistance at $0.0755 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is currently at a risk of a downside break...The post Cardano Price Analysis: ADA/USD Could Drop Towards $0.070 appeared first on NewsBTC.,2018-10-26 08:28:09,newsbtc,Analysis|Technical|ADA|Cardano,Cardano Price Analysis: ADA/USD Could Drop Towards $0.070
"Earlier this month, Crypto Insider reported on the split between IOHK and Emurgo from the Cardano Foundation. The three entities, up to this point, made up the triumvirate group which oversaw development of the Cardano blockchain project. Cardano creator, Charles Hoskinson, spoke with Crypto Insider by video and addressed his specific concerns with the Cardano [&#8230;]The post Interview: Charles Hoskinson discusses Cardano Foundation issues appeared first on Crypto Insider.",2018-10-25 15:10:05,cryptoinsider,Altcoins|Blockchain|Ada|Cardano|EMURGO|Foundation|Interview|IOHK,Interview: Charles Hoskinson discusses Cardano Foundation issues
"Overly, traders are optimistic expecting prices to rally past key resistance trend line as ADA/USD, LTC/USD and EOS/USD gain momentum and bottom out from important support levels. This stand is valid more so when we factor in fundamental like the probable launch of Bitcoin ETF which could lift BTC and altcoins with it. That’s aside...The post Cardano Price Analysis: ADA/USD, LTC/USD, EOS/USD Prices Accumulate appeared first on NewsBTC.",2018-10-25 02:00:05,newsbtc,Technical|Cardano (ADA/USD) Price Analysis|EOS (EOS/USD) Price Analysis|Litecoin (LTC/USD) Price Analysis|Monero (XMR/USD) Price Analysis|Stellar Lumens (XLM/USD) Price Analysis,"Cardano Price Analysis: ADA/USD, LTC/USD, EOS/USD Prices Accumulate"
Key Highlights ADA price found support near the $0.0740 and $0.0750 levels and recovered against the US Dollar (tethered). This week’s key long term bearish trend line is intact with resistance at $0.0770 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair seems to be set for an upside break...The post Cardano Price Analysis: ADA/USD Looks Set to Climb Higher appeared first on NewsBTC.,2018-10-24 08:28:43,newsbtc,Analysis|Technical|ADA|Cardano,Cardano Price Analysis: ADA/USD Looks Set to Climb Higher
"Published on CoinnounceDominant bias for CARDANO (ADA)- Bearish Resistance Levels- $0.08800, $0.09000, $0.09200 Support Levels- $0.07000, $0.06800. $0.06600 &#160; ADA is in a bearish trend.  After the loss of the bullish pressure that saw ADAUSD at $0.07939 in the resistance area on 21st October, the bears&#8217; return was gradual. Initially, the cryptocurrency was down to $0.07680 in [&#8230;]The post ADA Daily Trading Signals: 24 October appeared first on Coinnounce.",2018-10-24 05:01:36,coinnounce,#Cardano Price Analysis|#Daily Price Analysis|Altcoins|Cardano|News|Opinion|Price Analysis|Trading|ADA|ADA coin|ADA exchange|ADA forecast|ADA PREDICTION|ADA price|ADA price analysis|ADA TECHNICAL ANALYSIS|ADA TO USD|ADA USD Chart|ADA/USD|ADAUSD|Blockchain|cardano|Cardano analysis|Cardano Blockchain|CARDANO CHART|Cardano coin|cardano forecast|CARDANO FUTURE|CARDANO PREDICTION|Cardano price|cardano price 2018|Cardano price Analysis|Cardano price today|cardano to dollar|CARDANO TRADE|CARDANO TRADING|daytrading,ADA Daily Trading Signals: 24 October
"Published on CoinnounceDominant bias for CARDANO (ADA) – Bearish Resistance Levels- $0.08800, $0.09000, $0.09200 Support Levels- $0.07000, $0.06800. $0.06600 &#160; ADA is in a bearish trend.  After the loss of the bullish pressure that saw ADAUSD at $0.07939 in the resistance area on 21st October, the bears&#8217; return was gradual. Initially, the cryptocurrency was down to $0.07680 [&#8230;]The post ADA Daily Trading Signals: 23 October appeared first on Coinnounce.",2018-10-23 10:52:32,coinnounce,#Cardano Price Analysis|#Daily Price Analysis|Altcoins|Cardano|News|Opinion|Price Analysis|Trading|ADA|ADA coin|ADA exchange|ADA forecast|ADA PREDICTION|ADA price|ADA price analysis|ADA TECHNICAL ANALYSIS|ADA TO USD|ADA USD Chart|ADA/USD|ADAUSD|Blockchain|cardano|Cardano analysis|Cardano Blockchain|CARDANO CHART|Cardano coin|cardano forecast|CARDANO FUTURE|CARDANO PREDICTION|Cardano price|cardano price 2018|Cardano price Analysis|Cardano price today|cardano to dollar|CARDANO TRADE|CARDANO TRADING|daytrading,ADA Daily Trading Signals: 23 October
U.K. Member of Parliament Stephen Hammond has joined the advisory board of a new retail investor-focused crypto exchange to provide guidance on government relations,2018-10-22 17:48:00,cointelegraph,Bitcoin Regulation|Cryptocurrency Exchange|Government|Cardano|Adoption|United Kingdom,"U.K. MP to Advise Crypto Exchange on Gov't Relations, Says 'Steep Learning Curve' Ahead"
Key Highlights ADA price is struggling to clear a major resistance area near $0.0800 against the US Dollar (tethered). There is a monster long term bearish trend line formed with resistance at $0.0780 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair must break the $0.0780 and $0.0800 resistance levels...The post Cardano Price Analysis: ADA/USD at Potentially Major Turning Point appeared first on NewsBTC.,2018-10-22 08:28:43,newsbtc,Analysis|Technical|ADA|Cardano,Cardano Price Analysis: ADA/USD at Potentially Major Turning Point
"Ripple ends the week as the second top-performing cryptocurrency, with Stellar bagging the pole position with 15 percent growth",2018-10-21 15:18:00,cointelegraph,Altcoin|Cryptocurrencies|Stellar|Ripple|NEO|Cardano|Tether|Stablecoin|Ripple Price Index,"Top 5 Crypto Performers Overview: Stellar, Ripple, NEO, Cardano, EOS"
"This week’s cryptocurrencies market analysis will concentrate on technological advancements in the blockchain space in quarter 4. The analysis will focus on major technological upgrades occurring in quarter four along with Ambrosus (AMB) being a top contender to produce returns well in excess of 100% in the immediate short term. 3 Cryptocurrencies We Predicted Would Rally  Last Week&#8217;s Piece, which highlighted the cryptocurrency GOChain , resulted in GO increasing more than 50% in value in theRead MoreThe post 3 Cryptocurrencies Well-Positioned to Beat BTC Price in Q4 (AMB, BCH, ADA) appeared first on Bitcoinist.com.",2018-10-20 17:00:15,bitcoinist,Altcoin News|Altcoin Price|Altcoins|Bitcoin Cash|Blockchain|Markets and Prices|News|Op-Ed|ADA|AMB|Ambrosus|BCC|bch|bitcoin|bitcoin cash|btc|Cardano|Crypto King|cryptocurrencies|Cryptocurrency|Price Analysis,"3 Cryptocurrencies Well-Positioned to Beat BTC Price in Q4 (AMB, BCH, ADA)"
"A Twitter poll conducted by Weiss Ratings asked people to vote for the best cryptocurrency buy under $1. Out of XRP, Stellar Lumens, IOTA, and Cardano, XRP won with 64% of the vote. 5,726 people participated in the poll.",2018-10-20 12:00:07,cryptoglobe,,Weiss Ratings Poll Respondents Find XRP the Best Crypto to Buy Under $1
"The cryptocurrency markets have seen some interesting momentum today, even though no major price changes have occurred as of yet. Cardano is trying to note some solid gains right now, albeit reaching $0.08 seems to be a stretch too far. Even so, the positive momentum among altcoins can make for a rather interesting weekend. Cardano [&#8230;]The post Cardano Price Notes a Small Gain Following Favorable Icarus Audit appeared first on NullTX.",2018-10-20 11:44:29,themerkle,News|Price Analysis|ADA|Cardano|Cardano Price,Cardano Price Notes a Small Gain Following Favorable Icarus Audit
"While Litecoin might be a “relic” according to Tushar Jain, their developers are ready to slash transaction costs by a factor of 10 once Litecoin core 0.17 goes live. The release date is tentative but what we know for sure is that EOS trade volume are roughly five percent that of Ethereum. Besides, it’s prone...The post Altcoins Price Analysis: Coins Ready to Rally as ADA, Stellar, Litecoin Reject Bears appeared first on NewsBTC.",2018-10-20 02:00:34,newsbtc,Technical|Cardano price Analysis|EOS price analysis|Litecoin price analysis|stellar lumens price analysis|Tron Price Analysis,"Altcoins Price Analysis: Coins Ready to Rally as ADA, Stellar, Litecoin Reject Bears"
"In case the demand zone of $0.075 holds, the price will bounce to the north and break the strong supply zone of $0.080, Cardano price will resume its uptrend movement towards the supply zone of $0.088.The post Cardano Price Analysis: ADA/USD Trends of August 19-25, 2018 appeared first on CoinSpeaker.",2018-10-19 13:41:09,coinspeaker,Altcoins|Cardano (ADA)|Cryptocurrencies|News|Reports|ada|ada price analysis|ada price forecast|ada usd|cardano|cardano price analysis|cardano price forecast,"Cardano Price Analysis: ADA/USD Trends of August 19-25, 2018"
"Cardano made another bounce off the ascending channel support, setting its sights back on the top once more. On short-term time frames, this appears to be a complex double bottom pattern and price could break past the neckline at 0.0800 to confirm the climb. However, the 100 SMA is crossing below the longer-term 200 SMA...The post Cardano Price Analysis: ADA/USD Aiming for Channel Top appeared first on Live Bitcoin News.",2018-10-19 09:00:55,livebitcoinnews,Altcoin News|News|Trading|ADA|adausd|Cardano|hoskinson|iohk,Cardano Price Analysis: ADA/USD Aiming for Channel Top
Key Highlights ADA price failed to gain momentum above $0.0800 and declined recently against the US Dollar (tethered). There is a key bearish trend line formed with resistance at $0.0790 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is likely to extend the current decline towards the $0.0735 or...The post Cardano Price Analysis: ADA/USD Could Extend Slides To $0.0720 appeared first on NewsBTC.,2018-10-19 08:28:13,newsbtc,Analysis|Technical|ADA|Cardano,Cardano Price Analysis: ADA/USD Could Extend Slides To $0.0720
"Published on CoinnounceDominant bias for CARDANO (ADA) – Ranging Resistance Levels- $0.08800, $0.09000, $0.09200 Support Level-$0.07000, $0.06800. $0.06600 &#160; ADA is in a range-bound market   The loss in bullish momentum at $0.08091 in the resistance area for the continued upward journey after the retest gradually set the bears back in the market. The doji opening candle of [&#8230;]The post ADA Daily Trading Signals: 19 October appeared first on Coinnounce.",2018-10-19 04:52:03,coinnounce,#Cardano Price Analysis|#Daily Price Analysis|Altcoins|Cardano|News|Opinion|Price Analysis|Trading|ADA|ADA coin|ADA exchange|ADA forecast|ADA PREDICTION|ADA price|ADA price analysis|ADA TECHNICAL ANALYSIS|ADA TO USD|ADA USD Chart|ADA/USD|ADAUSD|Blockchain|cardano|Cardano analysis|Cardano Blockchain|CARDANO CHART|Cardano coin|cardano forecast|CARDANO FUTURE|CARDANO PREDICTION|Cardano price|cardano price 2018|Cardano price Analysis|Cardano price today|cardano to dollar|CARDANO TRADE|CARDANO TRADING|daytrading,ADA Daily Trading Signals: 19 October
